"","X","X.Error.in.as.ms....data.frame.......n..no.method.or.default.for.coercing..try.error..to..data.frame..n.","samplenum","duration","model","formula","p.as.factor.twilightperiod.ASTRONOMICAL.","SEp.as.factor.twilightperiod.ASTRONOMICAL.","p.as.factor.twilightperiod.BEFORE.","SEp.as.factor.twilightperiod.BEFORE.","p.as.factor.twilightperiod.CIVIL.","SEp.as.factor.twilightperiod.CIVIL.","p.as.factor.twilightperiod.NAUTICAL.","SEp.as.factor.twilightperiod.NAUTICAL.","p.as.factor.twilightperiod.NIGHT.","SEp.as.factor.twilightperiod.NIGHT.","p.Int.","SEp.Int.","psi.Int.","SEpsi.Int.","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"185",1,NA,32,300,"Twilight","~as.factor(twilightperiod) ~ 1",-0.38968101480728,0.804630689693917,0.370658844681757,0.784122526359765,0.00898317357564556,0.71985848028851,0.525634385935718,0.713486208543436,0.251684212354511,0.77975424859844,-2.15991296177859,0.620782894423288,-0.0241557517127792,0.470083396803335,0,74.8379924755514,115.577785691883,7,23,245.155571383766,0,1,NA,1
"186",1,NA,32,360,"Twilight","~as.factor(twilightperiod) ~ 1",-0.497068195973275,0.638704636491014,0.0481953474231691,0.70359022269426,-0.51218230384952,0.688169403874968,-0.555303922547259,0.686806875537046,-0.206289709166641,0.799176263556625,-1.54193356470521,0.50116913131897,-0.30224928755249,0.451402871146896,0,45.116786280658,100.981250304199,7,23,215.962500608398,0,1,NA,1
"187",1,NA,32,420,"Twilight","~as.factor(twilightperiod) ~ 1",-0.0232076331118664,0.744217669512578,0.570549979226537,0.755831118777872,0.376384496516998,0.716362411219093,0.382600940809265,0.706833580853642,-8.08485518994589,32.2776861621848,-2.39642879420495,0.620245510147814,0.481886508921438,0.523403655473253,0,30319.5764805298,111.343928660471,7,23,236.687857320943,0,1,NA,1
"188",1,NA,32,480,"Twilight","~as.factor(twilightperiod) ~ 1",0.149154538647306,0.54427281132962,-0.617887528558072,0.759461774017271,-0.483803689004145,0.600634815333546,-0.340896865622005,0.585780745987179,-0.410577839682808,0.760036016070607,-1.64462847934794,0.450205775688985,0.116804996893542,0.461438214325793,0,51.7224614923841,128.876319018108,7,23,271.752638036216,0,1,NA,1
"189",1,NA,32,540,"Twilight","~as.factor(twilightperiod) ~ 1",0.325727203613484,0.854084848212893,0.289801557535302,0.955679533353514,1.18096213346602,0.795692966708555,0.0698376076887138,0.872087056792641,0.481992115387809,0.877111528021609,-2.55103231250954,0.741322060391522,0.307015179920614,0.46805626836175,0,111.340735458604,117.333476935772,7,23,248.666953871543,0,1,NA,1
"190",1,NA,4,600,"Twilight","~as.factor(twilightperiod) ~ 1",7.71213591455497,47.2943806492711,8.91612257541767,47.2897986976456,8.40533186679462,47.2890935954564,7.18151200401284,47.2939452170362,8.40527628572521,47.2954377711993,-10.0147647118973,47.2827500584942,10.6103810938114,269.475038990502,0,518883.632197612,19.8223058889756,7,22,53.6446117779513,0,1,NA,1
"191",1,NA,4,660,"Twilight","~as.factor(twilightperiod) ~ 1",11.5829298745325,267.396386013018,-5.28757680754187,3480.20539649159,10.3301667894247,267.397610809449,-9.35239577769033,21064.1227713805,-5.18268445068313,4373.15938446297,-12.9692268311034,267.395607081367,24.5981845672856,NA,0,-4020431591.90028,11.1800008792496,7,22,36.3600017584991,0,1,NA,1
"192",1,NA,4,720,"Twilight","~as.factor(twilightperiod) ~ 1",11.0375621969785,125.141352915959,-7.60203095492712,5594.04826740099,8.96859154409956,125.143736557759,9.86044752678807,125.142466683007,9.85462135701123,125.145371891395,-11.1523638435685,125.139245489616,0.50426501282343,1.55095508055257,0,201483702.141319,20.0123738547527,7,22,54.0247477095055,0,1,NA,1
"193",1,NA,4,780,"Twilight","~as.factor(twilightperiod) ~ 1",-0.120674297864491,1.1998182149588,-8.56807726597463,52.1418309358595,-0.627142139131288,1.17313341228382,-1.58451934475583,1.36457753317284,0.265961634317182,1.25760322605235,-1.00966562155127,1.15142619974964,1.54564014638955,3.48738438026817,0,20768.8017760099,23.6072917559553,7,22,61.2145835119105,0,1,NA,1
"194",1,NA,4,840,"Twilight","~as.factor(twilightperiod) ~ 1",-0.876626431285391,1.51100173362143,0.104537154801455,1.34560360742521,0.627758948851577,1.28755943040173,-10.499529067615,109.963852718599,0.915495938168169,1.30363732734736,-1.6086195853811,1.09521501815817,9.52402655903565,158.370781302265,0,232059.11748219,23.618590730565,7,22,61.23718146113,0,1,NA,1
"195",1,NA,4,900,"Twilight","~as.factor(twilightperiod) ~ 1",0.458744607988321,1.45170340150808,-8.10098728519515,70.378683272516,1.62775344745953,1.6036514976566,0.0272720253592794,1.55501933345051,-8.06397355466411,69.5557435299165,-1.08083297689769,1.30753028249954,-0.28484551915904,0.733959274453364,0,29588.0840759068,22.4306663014396,7,22,58.8613326028792,0,1,NA,1
"196",1,NA,4,960,"Twilight","~as.factor(twilightperiod) ~ 1",-0.636368209963481,1.55330994734486,1.1971350850914,1.40500709678018,0.060265604127948,1.30763996835001,-9.12940043078135,55.701514408606,1.4385138781875,1.44986990687803,-1.50263637369794,1.16653032177037,2.05779316919646,3.64086646950824,0,25604.389785597,24.1989714701173,7,22,62.3979429402346,0,1,NA,1
"197",1,NA,4,1020,"Twilight","~as.factor(twilightperiod) ~ 1",1.27299796146522,1.24214285931301,-14.8090159868989,1499.101905339,-12.2400832757992,282.116615164057,-12.4787903833898,256.277480749234,-12.0659838891202,329.640819504729,-1.60947885613801,1.0954762209629,11.4638682115674,217.373639776046,0,14112055.1137048,10.8537450454899,7,22,35.7074900909798,0,1,NA,1
"198",1,NA,4,1080,"Twilight","~as.factor(twilightperiod) ~ 1",9.03414797966421,54.6761066831697,8.40060302448622,54.6760538565265,9.12391010750912,54.6747773533202,-13.24294660938,23726.5821613318,8.77820104116932,54.6778059179705,-9.29144882640324,54.6711261531065,0.228674095437175,0.854110689700229,0,3993877495.59984,24.2580148815344,7,22,62.5160297630687,0,1,NA,1
"199",1,NA,4,1140,"Twilight","~as.factor(twilightperiod) ~ 1",-2.56533950381018,1.44123747581992,-11.524170313245,91.8011353196563,-1.20401345438011,1.19721740151376,-1.3863324903387,1.19023044226741,-11.2685699204576,105.776283537626,0.000153938630020015,1.00000009052444,10.9404222254758,145.601823035337,0,181087.472737304,20.9039951951084,7,22,55.8079903902168,0,1,NA,1
"200",1,"Error in as(ms, ""data.frame"") : 
  no method or default for coercing “try-error” to “data.frame”
",4,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",1,NA,4,60,"Twilight","~as.factor(twilightperiod) ~ 1",-5.14269659982452,1671.18877898023,10.5154016790295,187.49456073574,-5.89529926692532,1865.09497913321,-5.89052348610349,1778.39224502536,11.4724492049126,187.182318371388,-11.9772501308556,187.129552393679,2.04794604295525,NA,0,-43871.8508698078,4.61293918162286,7,22,23.2258783632457,0,1,NA,1
"202",1,NA,4,1200,"Twilight","~as.factor(twilightperiod) ~ 1",6.82667461039081,51.1933978260549,7.59451413790862,51.1988470463499,7.91245120394365,51.1852663098808,7.57363780516091,51.1887615400602,8.24857070458045,51.2147159060356,-8.73393947839202,51.1805746777547,0.318866715525684,1.32108187083618,0,117292.419976717,24.8346884652522,7,22,63.6693769305045,0,1,NA,1
"203",1,NA,4,120,"Twilight","~as.factor(twilightperiod) ~ 1",8.68112455072618,88.6365621193078,-7.63489598847049,4546.04194247507,-13.735160375848,33554.6323801782,8.39343962112319,88.6364443171621,9.22010382988961,88.6368978336709,-11.1656512542915,88.63045675772,7.64049949125859,68.4110954035141,0,4112725073.77085,10.343171397103,7,22,34.686342794206,0,1,NA,1
