"","X","model","formula","p.Int.","SEp.Int.","p.julian2Xlat.s.","SEp.julian2Xlat.s.","p.julianXlat.s.","SEp.julianXlat.s.","p.latitude.","SEp.latitude.","p.ordinal.s.","SEp.ordinal.s.","p.ordinal.s2.","SEp.ordinal.s2.","p.temp.s.","SEp.temp.s.","p.tsss.s.","SEp.tsss.s.","p.tsss.s2.","SEp.tsss.s2.","p.tsss2Xlat.s.","SEp.tsss2Xlat.s.","p.tsssXlat.s.","SEp.tsssXlat.s.","psi.Int.","SEpsi.Int.","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","samplenum","duration","X.Error.in.as.ms....data.frame.......n..no.method.or.default.for.coercing..try.error..to..data.frame..n."
"39",2,"Latitude","~latitude ~ 1",-1.92643290587833,0.262630274602399,NA,NA,NA,NA,0.441442366616635,0.22001171385681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24012138629527,1.62077658815979,0,69.4750328600655,83.1926134346837,3,23,172.385226869367,0,0.182027514218768,NA,0.182027514218768,12,360,NA
"40",7,"Julian.linear","~ordinal.s ~ 1",-1.519513463388,0.2799244255868,NA,NA,NA,NA,NA,NA,-0.632081841099272,0.275587176973559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141055824239864,0.487299657078708,0,4.33729321952222,69.8815510825159,3,23,145.763102165032,0,0.200015697522329,NA,0.200015697522329,12,420,NA
"41",4,"TSSS.quadratic","~tsss.s + tsss.s2 ~ 1",-1.67256932504384,0.284247076037021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66221121372595,0.575144884280945,1.1660220742698,0.613881374110674,NA,NA,NA,NA,0.801582590191785,0.637219849982158,0,34.0271491185048,78.7895473941265,4,23,165.579094788253,0,0.349648803122557,NA,0.349648803122557,12,480,NA
"42",2,"Latitude","~latitude ~ 1",-1.4161508903642,0.252262945478967,NA,NA,NA,NA,0.482900049739042,0.228856142764779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753744421376072,0.604054314491565,0,11.8545663664003,89.2056910838632,3,23,184.411382167726,0,0.200858592568612,NA,0.200858592568612,12,540,NA
"43",3,"TSSS.linear","~tsss.s ~ 1",-1.71657815575526,0.230432932275895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.420773759373355,0.199691595156612,NA,NA,NA,NA,NA,NA,0.630695395846464,0.537168269915948,0,9.43922785741151,98.1929080927438,3,23,202.385816185488,0,0.203594845717533,NA,0.203594845717533,16,600,NA
"44",12,"TSSS.Julian.quadratic","~tsss.s + tsss.s2 + ordinal.s + ordinal.s2 ~ 1",-1.41406501155832,0.206235921406296,NA,NA,NA,NA,NA,NA,11.868468669979,5.06099594428638,-12.1751475630572,5.11238422921241,NA,NA,-1.71011055954101,0.539002943411134,1.53228258465953,0.56886702617348,NA,NA,NA,NA,0.422334129606796,0.455622564064891,0,3087.34275174405,105.573042125012,6,23,223.146084250025,0,0.435543224272604,NA,0.435543224272604,16,660,NA
"45",13,"TSSS.JulianXlat.linear","~latitude + ordinal.s + julianXlat.s ~ 1",-1.5473553228718,0.233775383882422,NA,NA,4.77626836524444,2.78972856513559,-3.77153466967352,2.35861567004911,-4.180542428674,2.27387455904002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413351017245883,0.468269937474145,0,1054.95218753116,99.0227208683619,5,23,208.045441736724,0,0.152092737857781,NA,0.152092737857781,16,720,NA
"46",3,"TSSS.linear","~tsss.s ~ 1",-1.17533722813482,0.206216119355266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786466520997728,0.207421588315955,NA,NA,NA,NA,NA,NA,0.328058952915931,0.437452269444601,0,8.11361282316168,109.865975276236,3,23,225.731950552471,0,0.25482995762847,NA,0.25482995762847,16,780,NA
"47",13,"TSSS.JulianXlat.linear","~tsss.s + latitude + tsssXlat.s + ordinal.s + julianXlat.s ~ 1",-1.53921361736607,0.217869677479757,NA,NA,6.63886769618381,2.98628043788698,-4.73187196707826,2.5362996012523,-5.16825051975873,2.36265310416157,NA,NA,NA,NA,4.16216015726289,2.45279880240238,NA,NA,NA,NA,-4.57913809515876,2.36390825957946,0.863027655190333,0.526107337079171,0,1363.46764059911,106.914990416771,7,23,227.829980833542,0,0.345217056724317,NA,0.345217056724317,16,840,NA
"48",12,"TSSS.Julian.quadratic","~tsss.s + tsss.s2 + latitude + tsssXlat.s + tsss2Xlat.s + ordinal.s + ordinal.s2 ~ 1",-1.66330403197726,0.249251074090628,NA,NA,NA,NA,-0.0172125540038099,0.292724829013902,13.9474232749755,5.89581671159788,-13.9854197873119,5.89075009402923,NA,NA,-16.9896628101259,6.48920475485084,22.7899789742287,8.32890488397399,-20.4717905389466,7.89173201438873,14.7386120000789,6.02751035666912,0.138176555426864,0.463406996380228,0,20435.9375607081,87.3236931724791,9,23,192.647386344958,0,0.476239588554195,NA,0.476239588554195,16,900,NA
"49",14,"TSSS.JulianXlat.quadratic","~tsss.s + latitude + tsssXlat.s + ordinal.s + ordinal.s2 + julianXlat.s + julian2Xlat.s ~ 1",-1.44693910298181,0.208568378926793,-9.34639236784914,57.7230415454252,18.0889464287731,71.0640911610526,-8.97074169563131,29.5459084779869,-1.2061583612839,57.3281137608424,-3.88937545676831,58.6808829172306,NA,NA,7.45125944610988,2.27592571004707,NA,NA,NA,NA,-7.60011629099686,2.26259867916952,0.987718317172936,0.542492798697266,1,1544017.29902767,115.2835552591,9,23,248.5671105182,0,0.555923213853432,NA,0.555923213853432,16,960,NA
"50",8,"Julian.quadratic","~ordinal.s + ordinal.s2 ~ 1",-1.10759192157995,0.172546099168769,NA,NA,NA,NA,NA,NA,12.0579074051312,4.22567760942862,-12.2690420399949,4.25326205818334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706694957703871,0.461597844827512,0,2121.85247198986,129.28436847414,4,23,266.56873694828,0,0.271990809800461,NA,0.271990809800461,16,1020,NA
